pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
1830964,1528088532.33277,e s,tcp,192.168.100.149,53096,192.168.100.3,80,16,5494,RST,1528088550.256878,868,17.924109,2.657383,1.898087,,,7.97215,0.0,4.314461,,,,,13,3,4794,700,0.836862,0.669489,0.111582,1,DoS,HTTP
1830965,1528088532.864678,e,tcp,192.168.100.147,50382,192.168.100.7,80,10,2192,RST,1528088570.897731,869,38.033054,4e-05,6.9e-05,,,0.00016,0.0,0.00016,,,,,6,4,796,1396,0.236636,0.131465,0.096864,1,DoS,HTTP
1830966,1528088532.865024,e,tcp,192.168.100.147,50384,192.168.100.7,80,10,2220,RST,1528088570.89776,870,38.032738,4e-05,7e-05,,,0.000162,0.0,0.000162,,,,,6,4,824,1396,0.236638,0.131466,0.096865,1,DoS,HTTP
1830967,1528088532.865345,e,tcp,192.168.100.147,50386,192.168.100.7,80,10,2210,RST,1528088570.897762,871,38.032417,4.1e-05,7.1e-05,,,0.000165,0.0,0.000165,,,,,6,4,814,1396,0.23664,0.131467,0.096841,1,DoS,HTTP
1830968,1528088532.865629,e,tcp,192.168.100.147,50388,192.168.100.7,80,10,2161,RST,1528088570.897779,872,38.03215,3.8e-05,6.6e-05,,,0.000153,0.0,0.000153,,,,,6,4,765,1396,0.236642,0.131468,0.096804,1,DoS,HTTP
1830969,1528088532.865946,e,tcp,192.168.100.147,50390,192.168.100.7,80,10,2156,RST,1528088570.897849,873,38.031902,3.9e-05,6.8e-05,,,0.000156,0.0,0.000156,,,,,6,4,760,1396,0.236643,0.131469,0.096781,1,DoS,HTTP
1830970,1528088532.86631,e,tcp,192.168.100.147,50392,192.168.100.7,80,10,2255,RST,1528088570.89785,874,38.03154,4.7e-05,8.1e-05,,,0.000188,0.0,0.000188,,,,,6,4,859,1396,0.236646,0.13147,0.096719,1,DoS,HTTP
1830971,1528088532.866625,e,tcp,192.168.100.147,50394,192.168.100.7,80,10,2133,RST,1528088570.897848,875,38.031223,0.000113,0.000197,,,0.000454,0.0,0.000454,,,,,6,4,737,1396,0.236648,0.131471,0.09672,1,DoS,HTTP
1830972,1528088532.867012,e,tcp,192.168.100.147,50396,192.168.100.7,80,10,2220,RST,1528088570.897851,876,38.030838,6e-05,0.000104,,,0.000241,0.0,0.000241,,,,,6,4,824,1396,0.23665,0.131472,0.096684,1,DoS,HTTP
1830973,1528088532.867469,e,tcp,192.168.100.147,50398,192.168.100.7,80,10,2219,RST,1528088570.897866,877,38.030396,4.6e-05,8e-05,,,0.000185,0.0,0.000185,,,,,6,4,823,1396,0.236653,0.131474,0.096648,1,DoS,HTTP
1830974,1528088532.867807,e,tcp,192.168.100.147,50400,192.168.100.7,80,10,2130,RST,1528088570.897867,878,38.03006,3.9e-05,6.8e-05,,,0.000156,0.0,0.000156,,,,,6,4,734,1396,0.236655,0.131475,0.096624,1,DoS,HTTP
1830975,1528088532.868151,e *,tcp,192.168.100.147,50402,192.168.100.7,80,22,5523,RST,1528088570.897863,879,38.029713,0.972837,1.39404,,,5.837021,0.0,3.324067,,,,,16,6,3971,1552,0.5522,0.394428,0.131476,1,DoS,HTTP
1830976,1528088532.868545,e *,tcp,192.168.100.147,50404,192.168.100.7,80,22,6999,RST,1528088570.897867,880,38.029324,2.338181,1.975777,,,11.690903,0.0,4.738491,,,,,16,6,5447,1552,0.552205,0.394432,0.131477,1,DoS,HTTP
1830977,1528088532.868896,e s,tcp,192.168.100.147,50406,192.168.100.7,80,14,2526,RST,1528088570.898625,881,38.029728,0.917112,1.217431,,,4.58556,0.0,3.035238,,,,,10,4,1130,1396,0.341838,0.236657,0.179255,1,DoS,HTTP
1830978,1528088533.351993,e s,tcp,192.168.100.149,53098,192.168.100.3,80,15,4756,RST,1528088550.25689,882,16.904898,2.242967,1.586308,,,6.728901,0.0,3.401614,,,,,12,3,4056,700,0.828162,0.650699,0.118309,1,DoS,HTTP
1830979,1528088533.352403,e s,tcp,192.168.100.149,53100,192.168.100.3,80,12,1699,RST,1528088550.256901,883,16.904497,1.54951,1.241333,,,4.648531,0.0,3.038846,,,,,9,3,999,700,0.650714,0.473247,1.242479,1,DoS,HTTP
1830980,1528088536.225163,e,tcp,192.168.100.150,51818,192.168.100.3,80,10,1553,RST,1528088550.285809,884,14.060646,0.013482,0.019066,,,0.040446,0.0,0.040446,,,,,6,4,787,766,0.640084,0.355602,0.590012,1,DoS,HTTP
1830981,1528088536.227634,e,tcp,192.168.100.150,51820,192.168.100.3,80,10,1501,RST,1528088550.285872,885,14.058238,0.011881,0.016802,,,0.035642,0.0,0.035642,,,,,6,4,735,766,0.640194,0.355663,0.590292,1,DoS,HTTP
1830982,1528088536.227932,e,tcp,192.168.100.150,51822,192.168.100.3,80,10,1520,RST,1528088550.285874,886,14.057942,0.011854,0.016764,,,0.035562,0.0,0.035562,,,,,6,4,754,766,0.640207,0.355671,0.590326,1,DoS,HTTP
1830983,1528088536.228397,e,tcp,192.168.100.150,51824,192.168.100.3,80,10,1837,RST,1528088550.285875,887,14.057478,0.011772,0.016649,,,0.035317,0.0,0.035317,,,,,6,4,1071,766,0.640229,0.355683,0.590388,1,DoS,HTTP
1830984,1528088536.228664,e,tcp,192.168.100.150,51826,192.168.100.3,80,10,1538,RST,1528088550.285939,888,14.057275,0.011752,0.01662,,,0.035256,0.0,0.035256,,,,,6,4,772,766,0.640238,0.355688,0.590411,1,DoS,HTTP
1830985,1528088536.22894,e,tcp,192.168.100.150,51828,192.168.100.3,80,10,1511,RST,1528088550.285942,889,14.057002,0.011737,0.016599,,,0.035212,0.0,0.035212,,,,,6,4,745,766,0.64025,0.355695,0.590443,1,DoS,HTTP
1830986,1528088536.229291,e,tcp,192.168.100.150,51830,192.168.100.3,80,10,1735,RST,1528088550.28594,890,14.056649,0.011696,0.016541,,,0.035088,0.0,0.035088,,,,,6,4,969,766,0.640266,0.355704,0.590485,1,DoS,HTTP
1830987,1528088536.229555,e,tcp,192.168.100.150,51832,192.168.100.3,80,10,1637,RST,1528088550.285941,891,14.056386,0.011671,0.016506,,,0.035014,0.0,0.035014,,,,,6,4,871,766,0.640278,0.35571,0.590515,1,DoS,HTTP
1830988,1528088536.229829,e,tcp,192.168.100.150,51834,192.168.100.3,80,10,1569,RST,1528088550.285971,892,14.056142,0.011654,0.016481,,,0.034962,0.0,0.034962,,,,,6,4,803,766,0.640289,0.355716,0.590547,1,DoS,HTTP
1830989,1528088536.230246,e,tcp,192.168.100.150,51836,192.168.100.3,80,10,1757,RST,1528088550.285969,893,14.055723,0.011607,0.016414,,,0.03482,0.0,0.03482,,,,,6,4,991,766,0.640309,0.355727,0.590595,1,DoS,HTTP
1830990,1528088536.230497,e,tcp,192.168.100.150,51838,192.168.100.3,80,10,1591,RST,1528088550.285971,894,14.055474,0.011566,0.016357,,,0.034699,0.0,0.034699,,,,,6,4,825,766,0.64032,0.355733,0.590631,1,DoS,HTTP
1830991,1528088536.230801,e,tcp,192.168.100.150,51840,192.168.100.3,80,10,1597,RST,1528088550.285983,895,14.055182,0.011873,0.016791,,,0.035619,0.0,0.035619,,,,,6,4,831,766,0.640333,0.355741,0.590213,1,DoS,HTTP
1830992,1528088536.231054,e,tcp,192.168.100.150,51842,192.168.100.3,80,10,1569,RST,1528088550.286003,896,14.054949,0.011855,0.016766,,,0.035566,0.0,0.035566,,,,,6,4,803,766,0.640344,0.355747,0.590245,1,DoS,HTTP
1830993,1528088536.231353,e,tcp,192.168.100.150,51844,192.168.100.3,80,10,1599,RST,1528088550.286022,897,14.054669,0.011828,0.016727,,,0.035483,0.0,0.035483,,,,,6,4,833,766,0.640357,0.355754,0.59028,1,DoS,HTTP
1830994,1528088536.231587,e,tcp,192.168.100.150,51846,192.168.100.3,80,10,1535,RST,1528088550.286042,898,14.054455,0.011805,0.016695,,,0.035416,0.0,0.035416,,,,,6,4,769,766,0.640366,0.355759,0.590304,1,DoS,HTTP
1830995,1528088536.232051,e,tcp,192.168.100.150,51848,192.168.100.3,80,10,1748,RST,1528088550.286061,899,14.05401,0.013412,0.018968,,,0.040237,0.0,0.040237,,,,,6,4,982,766,0.640387,0.35577,0.589896,1,DoS,HTTP
1830996,1528088536.232303,e,tcp,192.168.100.150,51850,192.168.100.3,80,10,1572,RST,1528088550.28608,900,14.053777,0.01298,0.018356,,,0.03894,0.0,0.03894,,,,,6,4,806,766,0.640397,0.355776,0.589925,1,DoS,HTTP
1830997,1528088536.232522,e,tcp,192.168.100.150,51852,192.168.100.3,80,10,1531,RST,1528088550.286099,901,14.053577,0.012967,0.018338,,,0.0389,0.0,0.0389,,,,,6,4,765,766,0.640406,0.355781,0.58995,1,DoS,HTTP
1830998,1528088536.232807,e,tcp,192.168.100.150,51854,192.168.100.3,80,10,1639,RST,1528088550.286124,902,14.053317,0.01294,0.0183,,,0.03882,0.0,0.03882,,,,,6,4,873,766,0.640418,0.355788,0.589983,1,DoS,HTTP
1830999,1528088536.233242,e,tcp,192.168.100.150,51856,192.168.100.3,80,10,1822,RST,1528088550.28614,903,14.052898,0.012921,0.018273,,,0.038763,0.0,0.038763,,,,,6,4,1056,766,0.640437,0.355798,0.590037,1,DoS,HTTP
1831000,1528088536.233631,e,tcp,192.168.100.150,51858,192.168.100.3,80,10,1734,RST,1528088550.286157,904,14.052526,0.012867,0.018196,,,0.0386,0.0,0.0386,,,,,6,4,968,766,0.640454,0.355808,0.590083,1,DoS,HTTP
1831001,1528088536.233882,e,tcp,192.168.100.150,51860,192.168.100.3,80,10,1572,RST,1528088550.286216,905,14.052334,0.705225,0.997339,,,2.115675,0.0,2.115675,,,,,6,4,806,766,0.640463,0.355813,0.419009,1,DoS,HTTP
1831002,1528088536.2342,e,tcp,192.168.100.150,51862,192.168.100.3,80,10,1598,RST,1528088550.286215,906,14.052015,0.705133,0.997209,,,2.115399,0.0,2.115399,,,,,6,4,832,766,0.640478,0.355821,0.419025,1,DoS,HTTP
1831003,1528088536.234549,e,tcp,192.168.100.150,51864,192.168.100.3,80,10,1670,RST,1528088550.28623,907,14.051681,0.706561,0.999228,,,2.119683,0.0,2.119683,,,,,6,4,904,766,0.640493,0.355829,0.418578,1,DoS,HTTP
1831004,1528088536.234828,e,tcp,192.168.100.150,51866,192.168.100.3,80,10,1586,RST,1528088550.286249,908,14.051421,0.706477,0.999109,,,2.11943,0.0,2.11943,,,,,6,4,820,766,0.640505,0.355836,0.418597,1,DoS,HTTP
1831005,1528088536.235118,e,tcp,192.168.100.150,51868,192.168.100.3,80,10,1601,RST,1528088550.286268,909,14.05115,0.708748,1.002321,,,2.126243,0.0,2.126243,,,,,6,4,835,766,0.640517,0.355843,0.418378,1,DoS,HTTP
1831006,1528088536.235366,e,tcp,192.168.100.150,51870,192.168.100.3,80,10,1579,RST,1528088550.286287,910,14.050921,0.708695,1.002246,,,2.126084,0.0,2.126084,,,,,6,4,813,766,0.640527,0.355849,0.418392,1,DoS,HTTP
1831007,1528088536.235618,e,tcp,192.168.100.150,51872,192.168.100.3,80,10,1519,RST,1528088550.286311,911,14.050693,0.708665,1.002203,,,2.125994,0.0,2.125994,,,,,6,4,753,766,0.640538,0.355854,0.418409,1,DoS,HTTP
1831008,1528088536.235985,e,tcp,192.168.100.150,51874,192.168.100.3,80,10,1721,RST,1528088550.286333,912,14.050348,0.708594,1.002103,,,2.125781,0.0,2.125781,,,,,6,4,955,766,0.640554,0.355863,0.418431,1,DoS,HTTP
1831009,1528088536.236188,e,tcp,192.168.100.150,51876,192.168.100.3,80,10,1498,RST,1528088550.287579,913,14.051391,0.709674,1.003631,,,2.129022,0.0,2.129022,,,,,6,4,732,766,0.640506,0.355837,0.418043,1,DoS,HTTP
1831010,1528088536.236569,e,tcp,192.168.100.150,51878,192.168.100.3,80,10,1718,RST,1528088550.287547,914,14.050978,0.709593,1.003516,,,2.128779,0.0,2.128779,,,,,6,4,952,766,0.640525,0.355847,0.418232,1,DoS,HTTP
1831011,1528088536.236804,e,tcp,192.168.100.150,51880,192.168.100.3,80,10,1550,RST,1528088550.287549,915,14.050745,0.684648,0.96818,,,2.053944,0.0,2.053861,,,,,6,4,784,766,0.640535,0.355853,0.250065,1,DoS,HTTP
1831012,1528088536.237099,e,tcp,192.168.100.150,51882,192.168.100.3,80,10,1611,RST,1528088550.287582,916,14.050483,0.684659,0.968194,,,2.053977,0.0,2.053892,,,,,6,4,845,766,0.640547,0.35586,0.250071,1,DoS,HTTP
1831013,1528088536.237417,e,tcp,192.168.100.150,51884,192.168.100.3,80,10,1576,RST,1528088550.287553,917,14.050136,0.683321,0.9663,,,2.049962,0.0,2.049875,,,,,6,4,810,766,0.640563,0.355868,0.249995,1,DoS,HTTP
1831014,1528088536.237736,e,tcp,192.168.100.150,51886,192.168.100.3,80,10,1609,RST,1528088550.287583,918,14.049847,0.683328,0.966311,,,2.049985,0.0,2.049898,,,,,6,4,843,766,0.640576,0.355876,0.250001,1,DoS,HTTP
1831015,1528088536.238113,e,tcp,192.168.100.150,51888,192.168.100.3,80,10,1710,RST,1528088550.287585,919,14.049472,0.68333,0.966313,,,2.049989,0.0,2.049902,,,,,6,4,944,766,0.640593,0.355885,0.250009,1,DoS,HTTP
1831016,1528088536.238388,e,tcp,192.168.100.150,51890,192.168.100.3,80,10,1605,RST,1528088550.287554,920,14.049166,0.683322,0.966301,,,2.049965,0.0,2.049878,,,,,6,4,839,766,0.640607,0.355893,0.250015,1,DoS,HTTP
1831017,1528088536.238732,e,tcp,192.168.100.150,51892,192.168.100.3,80,10,1685,RST,1528088550.287586,921,14.048854,0.682005,0.964436,,,2.046015,0.0,2.045924,,,,,6,4,919,766,0.640622,0.355901,0.249939,1,DoS,HTTP
1831018,1528088536.239032,e,tcp,192.168.100.150,51894,192.168.100.3,80,10,1545,RST,1528088550.287555,922,14.048523,0.682,0.96442,,,2.045999,0.0,2.045895,,,,,6,4,779,766,0.640637,0.355909,0.249945,1,DoS,HTTP
1831019,1528088536.239357,e,tcp,192.168.100.150,51896,192.168.100.3,80,10,1576,RST,1528088550.287555,923,14.048198,0.682003,0.964419,,,2.046009,0.0,2.045897,,,,,6,4,810,766,0.640652,0.355918,0.249952,1,DoS,HTTP
1831020,1528088536.239686,e,tcp,192.168.100.150,51898,192.168.100.3,80,10,1561,RST,1528088550.287587,924,14.047901,0.680678,0.962545,,,2.042033,0.0,2.041922,,,,,6,4,795,766,0.640665,0.355925,0.249876,1,DoS,HTTP
1831021,1528088536.24009,e,tcp,192.168.100.150,51900,192.168.100.3,80,10,1709,RST,1528088550.287556,925,14.047466,0.677996,0.958752,,,2.033988,0.0,2.033876,,,,,6,4,943,766,0.640685,0.355936,0.249717,1,DoS,HTTP
1831022,1528088536.240371,e,tcp,192.168.100.150,51902,192.168.100.3,80,10,1543,RST,1528088550.287588,926,14.047217,0.678004,0.958767,,,2.034011,0.0,2.033905,,,,,6,4,777,766,0.640696,0.355942,0.249723,1,DoS,HTTP
1831023,1528088536.240639,e,tcp,192.168.100.150,51904,192.168.100.3,80,10,1538,RST,1528088550.28759,927,14.046951,0.678004,0.958769,,,2.034011,0.0,2.033908,,,,,6,4,772,766,0.640708,0.355949,0.249729,1,DoS,HTTP
1831024,1528088536.241029,e,tcp,192.168.100.150,51906,192.168.100.3,80,10,1684,RST,1528088550.287558,928,14.046529,0.678,0.958765,,,2.033999,0.0,2.033898,,,,,6,4,918,766,0.640728,0.35596,0.249737,1,DoS,HTTP
1831025,1528088536.241291,e,tcp,192.168.100.150,51908,192.168.100.3,80,10,1566,RST,1528088550.28759,929,14.046299,0.676677,0.956894,,,2.030031,0.0,2.029929,,,,,6,4,800,766,0.640738,0.355966,0.249659,1,DoS,HTTP
1831026,1528088536.241545,e,tcp,192.168.100.150,51910,192.168.100.3,80,10,1527,RST,1528088550.287558,930,14.046013,0.676666,0.956881,,,2.029997,0.0,2.0299,,,,,6,4,761,766,0.640751,0.355973,0.249665,1,DoS,HTTP
1831027,1528088536.241814,e,tcp,192.168.100.150,51912,192.168.100.3,80,10,1533,RST,1528088550.287559,931,14.045745,0.67668,0.956897,,,2.030039,0.0,2.029936,,,,,6,4,767,766,0.640763,0.35598,0.249671,1,DoS,HTTP
1831028,1528088536.242258,e,tcp,192.168.100.150,51914,192.168.100.3,80,10,1792,RST,1528088550.287591,932,14.045333,0.675335,0.954997,,,2.026004,0.0,2.025904,,,,,6,4,1026,766,0.640782,0.35599,0.249596,1,DoS,HTTP
1831029,1528088536.242498,e,tcp,192.168.100.150,51916,192.168.100.3,80,10,1474,RST,1528088550.287561,933,14.045063,0.675326,0.954983,,,2.025979,0.0,2.025876,,,,,6,4,708,766,0.640795,0.355997,0.249601,1,DoS,HTTP
1831030,1528088536.242769,e,tcp,192.168.100.150,51918,192.168.100.3,80,10,1482,RST,1528088550.287592,934,14.044823,0.675347,0.955014,,,2.026041,0.0,2.025941,,,,,6,4,716,766,0.640806,0.356003,0.249607,1,DoS,HTTP
1831031,1528088536.24305,e,tcp,192.168.100.150,51920,192.168.100.3,80,10,1622,RST,1528088550.287593,935,14.044543,0.674018,0.953133,,,2.022054,0.0,2.021952,,,,,6,4,856,766,0.640818,0.35601,0.24953,1,DoS,HTTP
1831032,1528088536.243392,e,tcp,192.168.100.150,51922,192.168.100.3,80,10,1529,RST,1528088550.287562,936,14.04417,0.67401,0.953127,,,2.022031,0.0,2.021935,,,,,6,4,763,766,0.640835,0.35602,0.249538,1,DoS,HTTP
1831033,1528088536.243652,e,tcp,192.168.100.150,51924,192.168.100.3,80,10,1484,RST,1528088550.287595,937,14.043943,0.671315,0.949318,,,2.013945,0.0,2.013854,,,,,6,4,718,766,0.640846,0.356025,0.249375,1,DoS,HTTP
1831034,1528088536.244104,e d,tcp,192.168.100.150,51926,192.168.100.3,80,10,1711,RST,1528088550.287563,938,14.043459,0.671279,0.949327,,,2.013837,0.0,2.01383,,,,,6,4,945,766,0.640868,0.356038,0.249384,1,DoS,HTTP
1831035,1528088536.244344,e,tcp,192.168.100.150,51928,192.168.100.3,80,10,1651,RST,1528088550.287563,939,14.043219,0.671332,0.94934,,,2.013997,0.0,2.013902,,,,,6,4,885,766,0.640879,0.356044,0.249391,1,DoS,HTTP
1831036,1528088536.244623,e,tcp,192.168.100.150,51930,192.168.100.3,80,10,1515,RST,1528088550.287596,940,14.042973,0.671348,0.949349,,,2.014045,0.0,2.013931,,,,,6,4,749,766,0.64089,0.35605,0.249396,1,DoS,HTTP
1831037,1528088536.244843,e,tcp,192.168.100.150,51932,192.168.100.3,80,10,1497,RST,1528088550.287564,941,14.042721,0.671305,0.949306,,,2.013915,0.0,2.013827,,,,,6,4,731,766,0.640901,0.356056,0.249399,1,DoS,HTTP
1831038,1528088536.245076,e,tcp,192.168.100.150,51934,192.168.100.3,80,10,1507,RST,1528088550.287597,942,14.042521,0.671315,0.949318,,,2.013945,0.0,2.013854,,,,,6,4,741,766,0.640911,0.356061,0.249404,1,DoS,HTTP
1831039,1528088536.245504,e,tcp,192.168.100.150,51936,192.168.100.3,80,10,1729,RST,1528088550.287597,943,14.042093,0.671315,0.949318,,,2.013944,0.0,2.013853,,,,,6,4,963,766,0.64093,0.356072,0.249413,1,DoS,HTTP
1831040,1528088536.245788,e,tcp,192.168.100.150,51938,192.168.100.3,80,10,1588,RST,1528088550.287564,944,14.041776,0.671305,0.949305,,,2.013916,0.0,2.013825,,,,,6,4,822,766,0.640945,0.35608,0.249419,1,DoS,HTTP
1831041,1528088536.245997,e,tcp,192.168.100.150,51940,192.168.100.3,80,10,1514,RST,1528088550.287598,945,14.041601,0.671317,0.949318,,,2.013951,0.0,2.013856,,,,,6,4,748,766,0.640953,0.356085,0.249423,1,DoS,HTTP
1831042,1528088536.246297,e,tcp,192.168.100.150,51942,192.168.100.3,80,10,1606,RST,1528088550.287565,946,14.041268,0.671308,0.949306,,,2.013924,0.0,2.013829,,,,,6,4,840,766,0.640968,0.356093,0.24943,1,DoS,HTTP
1831043,1528088536.246622,e,tcp,192.168.100.150,51944,192.168.100.3,80,10,1659,RST,1528088550.287565,947,14.040943,0.671308,0.949307,,,2.013924,0.0,2.013831,,,,,6,4,893,766,0.640983,0.356101,0.249436,1,DoS,HTTP
1831044,1528088536.246963,e,tcp,192.168.100.150,51946,192.168.100.3,80,10,1696,RST,1528088550.287598,948,14.040635,0.671345,0.949352,,,2.014036,0.0,2.013932,,,,,6,4,930,766,0.640997,0.356109,0.249445,1,DoS,HTTP
1831045,1528088536.247245,e,tcp,192.168.100.150,51948,192.168.100.3,80,10,1592,RST,1528088550.287566,949,14.040321,0.671341,0.949352,,,2.014023,0.0,2.013928,,,,,6,4,826,766,0.641011,0.356117,0.249451,1,DoS,HTTP
1831046,1528088536.24751,e,tcp,192.168.100.150,51950,192.168.100.3,80,10,1523,RST,1528088550.287599,950,14.040089,0.671345,0.949355,,,2.014034,0.0,2.013935,,,,,6,4,757,766,0.641022,0.356123,0.249456,1,DoS,HTTP
1831047,1528088536.247889,e,tcp,192.168.100.150,51952,192.168.100.3,80,10,1725,RST,1528088550.287601,951,14.039712,0.670002,0.947457,,,2.010007,0.0,2.009909,,,,,6,4,959,766,0.641039,0.356133,0.249381,1,DoS,HTTP
1831048,1528088536.248197,e,tcp,192.168.100.150,51954,192.168.100.3,80,10,1643,RST,1528088550.287567,952,14.03937,0.670006,0.947461,,,2.010019,0.0,2.009918,,,,,6,4,877,766,0.641054,0.356141,0.249388,1,DoS,HTTP
1831049,1528088536.248533,e,tcp,192.168.100.150,51956,192.168.100.3,80,10,1621,RST,1528088550.287602,953,14.039069,0.668647,0.945537,,,2.005942,0.0,2.005839,,,,,6,4,855,766,0.641068,0.356149,0.24931,1,DoS,HTTP
1831050,1528088536.248894,e,tcp,192.168.100.150,51958,192.168.100.3,80,10,1693,RST,1528088550.287568,954,14.038674,0.668649,0.945514,,,2.005948,0.0,2.005808,,,,,6,4,927,766,0.641086,0.356159,0.249317,1,DoS,HTTP
1831051,1528088536.249174,e,tcp,192.168.100.150,51960,192.168.100.3,80,10,1504,RST,1528088550.287569,955,14.038395,0.668639,0.945521,,,2.005918,0.0,2.005808,,,,,6,4,738,766,0.641099,0.356166,0.249323,1,DoS,HTTP
1831052,1528088536.249448,e,tcp,192.168.100.150,51962,192.168.100.3,80,10,1589,RST,1528088550.287603,956,14.038155,0.668647,0.945539,,,2.005941,0.0,2.005841,,,,,6,4,823,766,0.64111,0.356172,0.249329,1,DoS,HTTP
1831053,1528088536.249691,e,tcp,192.168.100.150,51964,192.168.100.3,80,10,1529,RST,1528088550.28757,957,14.037879,0.668637,0.945525,,,2.005911,0.0,2.005811,,,,,6,4,763,766,0.641123,0.356179,0.249334,1,DoS,HTTP
1831054,1528088536.249989,e,tcp,192.168.100.150,51966,192.168.100.3,80,10,1639,RST,1528088550.287603,958,14.037614,0.668669,0.945569,,,2.006007,0.0,2.005906,,,,,6,4,873,766,0.641135,0.356186,0.249341,1,DoS,HTTP
1831055,1528088536.250249,e,tcp,192.168.100.150,51968,192.168.100.3,80,10,1559,RST,1528088550.287604,959,14.037355,0.668761,0.945505,,,2.006282,0.0,2.005906,,,,,6,4,793,766,0.641146,0.356192,0.249347,1,DoS,HTTP
1831056,1528088536.250631,e,tcp,192.168.100.150,51970,192.168.100.3,80,10,1688,RST,1528088550.28757,960,14.036939,0.668668,0.945569,,,2.006003,0.0,2.005904,,,,,6,4,922,766,0.641165,0.356203,0.249355,1,DoS,HTTP
1831057,1528088536.250936,e,tcp,192.168.100.150,51972,192.168.100.3,80,10,1569,RST,1528088550.287604,961,14.036668,0.668671,0.945569,,,2.006014,0.0,2.005908,,,,,6,4,803,766,0.641178,0.35621,0.249361,1,DoS,HTTP
1831058,1528088536.251205,e,tcp,192.168.100.150,51974,192.168.100.3,80,10,1550,RST,1528088550.287571,962,14.036366,0.668674,0.945554,,,2.006022,0.0,2.00589,,,,,6,4,784,766,0.641192,0.356218,0.249367,1,DoS,HTTP
1831059,1528088536.251568,e,tcp,192.168.100.150,51976,192.168.100.3,80,10,1653,RST,1528088550.287571,963,14.036003,0.667309,0.943654,,,2.001927,0.0,2.001837,,,,,6,4,887,766,0.641208,0.356227,0.24929,1,DoS,HTTP
1831060,1528088536.251878,e,tcp,192.168.100.150,51978,192.168.100.3,80,10,1570,RST,1528088550.287605,964,14.035727,0.667317,0.943662,,,2.00195,0.0,2.001856,,,,,6,4,804,766,0.641221,0.356234,0.249296,1,DoS,HTTP
1831061,1528088536.252251,e,tcp,192.168.100.150,51980,192.168.100.3,80,10,1657,RST,1528088550.287572,965,14.035321,0.667312,0.943655,,,2.001935,0.0,2.001841,,,,,6,4,891,766,0.641239,0.356244,0.249304,1,DoS,HTTP
1831062,1528088536.252515,e,tcp,192.168.100.150,51982,192.168.100.3,80,10,1525,RST,1528088550.287605,966,14.03509,0.667336,0.94369,,,2.002009,0.0,2.001916,,,,,6,4,759,766,0.64125,0.35625,0.249311,1,DoS,HTTP
1831063,1528088536.252755,e,tcp,192.168.100.150,51984,192.168.100.3,80,10,1528,RST,1528088550.287606,967,14.034851,0.667321,0.943669,,,2.001964,0.0,2.001871,,,,,6,4,762,766,0.641261,0.356256,0.249315,1,DoS,HTTP
1831064,1528088536.252961,e,tcp,192.168.100.150,51986,192.168.100.3,80,10,1488,RST,1528088550.287572,968,14.034611,0.66731,0.943655,,,2.001929,0.0,2.00184,,,,,6,4,722,766,0.641272,0.356262,0.249319,1,DoS,HTTP
1831065,1528088536.253316,e,tcp,192.168.100.150,51988,192.168.100.3,80,10,1693,RST,1528088550.287606,969,14.03429,0.667331,0.943683,,,2.001992,0.0,2.0019,,,,,6,4,927,766,0.641286,0.35627,0.249327,1,DoS,HTTP
1831066,1528088536.253632,e,tcp,192.168.100.150,51990,192.168.100.3,80,10,1565,RST,1528088550.287573,970,14.033941,0.667311,0.943655,,,2.001933,0.0,2.001841,,,,,6,4,799,766,0.641302,0.356279,0.249333,1,DoS,HTTP
1831067,1528088536.253932,e,tcp,192.168.100.150,51992,192.168.100.3,80,10,1639,RST,1528088550.287573,971,14.033641,0.66731,0.943655,,,2.00193,0.0,2.00184,,,,,6,4,873,766,0.641316,0.356287,0.249339,1,DoS,HTTP
1831068,1528088536.254367,e,tcp,192.168.100.150,51994,192.168.100.3,80,10,1757,RST,1528088550.287607,972,14.03324,0.66733,0.943684,,,2.00199,0.0,2.0019,,,,,6,4,991,766,0.641334,0.356297,0.249349,1,DoS,HTTP
1831069,1528088536.254613,e,tcp,192.168.100.150,51996,192.168.100.3,80,10,1575,RST,1528088550.287575,973,14.032962,0.667399,0.943614,,,2.002198,0.0,2.001871,,,,,6,4,809,766,0.641347,0.356304,0.249354,1,DoS,HTTP
1831070,1528088536.254915,e,tcp,192.168.100.150,51998,192.168.100.3,80,10,1643,RST,1528088550.287608,974,14.032693,0.667454,0.943617,,,2.002361,0.0,2.001929,,,,,6,4,877,766,0.641359,0.356311,0.249361,1,DoS,HTTP
1831071,1528088536.255657,e,tcp,192.168.100.150,52000,192.168.100.3,80,10,1522,RST,1528088550.28761,975,14.031953,0.664622,0.939845,,,1.993866,0.0,1.993763,,,,,6,4,756,766,0.641393,0.35633,0.249207,1,DoS,HTTP
1831072,1528088536.255888,e,tcp,192.168.100.150,52002,192.168.100.3,80,10,1524,RST,1528088550.287616,976,14.031728,0.664622,0.939851,,,1.993867,0.0,1.993773,,,,,6,4,758,766,0.641404,0.356335,0.249212,1,DoS,HTTP
